Timestamp,Price,Realized_Vol,Implied_Vol,Spread
2025-12-07 11:12:28,14.27,0.5804,0.6347,0.054300000000000015
2025-12-07 11:12:28,14.24,0.5793,0.6283,0.04899999999999993
2025-12-07 11:12:28,14.26,0.5754,0.627,0.05159999999999998
2025-12-07 11:12:28,14.27,0.5822,0.6189,0.036699999999999955
2025-12-07 11:12:28,14.27,0.5891,0.6457999999999999,0.05669999999999997
2025-12-07 11:12:28,14.23,0.5918,0.6611,0.06930000000000003
2025-12-07 11:12:28,14.2,0.5949,0.6372,0.042300000000000004
2025-12-07 11:12:28,14.19,0.5987,0.6392,0.04049999999999998
2025-12-07 11:12:28,14.16,0.5932,0.6309,0.03770000000000007
2025-12-07 11:12:28,14.16,0.596,0.6506000000000001,0.05460000000000009
2025-12-07 11:12:28,14.16,0.5926,0.6605,0.06789999999999996
2025-12-07 11:12:28,14.12,0.5827,0.6312,0.04849999999999999
2025-12-07 11:12:28,14.1,0.5825,0.6125,0.030000000000000027
2025-12-07 11:12:28,14.12,0.5887,0.6462,0.057499999999999996
2025-12-07 11:12:28,14.12,0.5952,0.6343,0.039100000000000024
2025-12-07 11:12:28,14.11,0.5966,0.6481999999999999,0.05159999999999987
2025-12-07 11:12:28,14.16,0.6022,0.6708,0.0686
2025-12-07 11:12:28,14.2,0.604,0.6640999999999999,0.06009999999999993
2025-12-07 11:12:28,14.19,0.5952,0.6557999999999999,0.06059999999999999
2025-12-07 11:12:28,14.16,0.5931,0.6241,0.031000000000000028
2025-12-07 11:12:28,14.13,0.5871,0.6373,0.05020000000000002
2025-12-07 11:12:28,14.18,0.5902,0.6407,0.0505000000000001
2025-12-07 11:12:28,14.2,0.5866,0.6469,0.06030000000000002
2025-12-07 11:12:28,14.28,0.5917,0.661,0.06930000000000003
2025-12-07 11:12:28,14.26,0.5843,0.6168,0.03249999999999997
2025-12-07 11:12:28,14.24,0.578,0.6408,0.06280000000000008
2025-12-07 11:12:28,14.24,0.5731,0.6043,0.031199999999999894
2025-12-07 11:12:28,14.25,0.574,0.6036,0.02960000000000007
2025-12-07 11:12:28,14.24,0.5795,0.6151,0.035599999999999965
2025-12-07 11:12:28,14.24,0.5797,0.6171,0.03739999999999999
2025-12-07 11:12:28,14.27,0.5798,0.6282,0.0484
2025-12-07 11:12:28,14.27,0.5728,0.6147,0.04190000000000005
2025-12-07 11:12:28,14.28,0.5696,0.6306,0.061000000000000054
2025-12-07 11:12:28,14.27,0.5622,0.6188,0.056599999999999984
2025-12-07 11:12:28,14.32,0.5627,0.6278,0.06510000000000005
2025-12-07 11:12:28,14.28,0.5706,0.622,0.0514
2025-12-07 11:12:28,14.24,0.5719,0.6217,0.049800000000000066
2025-12-07 11:12:28,14.25,0.5738,0.6062,0.032399999999999984
2025-12-07 11:12:28,14.21,0.5803,0.6372,0.05689999999999995
2025-12-07 11:12:28,14.23,0.578,0.6232,0.04520000000000002
2025-12-07 11:12:28,14.21,0.5682,0.6061,0.037899999999999934
2025-12-07 11:12:28,14.22,0.5695,0.6246,0.05510000000000004
2025-12-07 11:12:28,14.17,0.568,0.6119,0.04390000000000005
2025-12-07 11:12:28,14.2,0.5776,0.6411,0.0635
2025-12-07 11:12:28,14.17,0.5729,0.6363,0.06340000000000001
2025-12-07 11:12:28,14.21,0.5752,0.6079,0.03269999999999995
2025-12-07 11:12:28,14.19,0.5746,0.6087,0.03410000000000002
2025-12-07 11:12:28,14.24,0.5677,0.6126,0.04490000000000005
2025-12-07 11:12:28,14.23,0.5646,0.6187,0.05410000000000004
2025-12-07 11:12:28,14.27,0.5633,0.6262,0.06289999999999996
